,cell,bounds,x0,x1,y0,y1,label,font_size,is_bold,color,text_rotation
1609,FT63:GI63,"(176, 63, 191, 63)",176,63,192,64,Моцарелла Терка,12.0,False,#ffffff,0
787,GJ63:GL63,"(192, 63, 194, 63)",192,63,195,64,18,12.0,True,#ffffff,0
1200,GM63:HB63,"(195, 63, 210, 63)",195,63,211,64,Моцарелла Терка,12.0,False,#ffffff,0
1656,FQ64:GI64,"(173, 64, 191, 64)",173,64,192,65,Unagrande,12.0,False,#f2dcdb,0
1644,GJ64:HB64,"(192, 64, 210, 64)",192,64,211,65,Unagrande,12.0,False,#f2dcdb,0
1665,FQ65:GI65,"(173, 65, 191, 65)",173,65,192,66,,12.0,False,#f2dcdb,0
1258,GJ65:HB65,"(192, 65, 210, 65)",192,65,211,66,,12.0,False,#f2dcdb,0
407,FQ66:FS66,"(173, 66, 175, 66)",173,66,176,67,17,12.0,True,#ffffff,0
1227,FT66:GI66,"(176, 66, 191, 66)",176,66,192,67,Моцарелла Терка,12.0,False,#ffffff,0
386,GJ66:GL66,"(192, 66, 194, 66)",192,66,195,67,18,12.0,True,#ffffff,0
325,GM66:HB66,"(195, 66, 210, 66)",195,66,211,67,Моцарелла Терка,12.0,False,#ffffff,0
1049,FQ67:GI67,"(173, 67, 191, 67)",173,67,192,68,Unagrande,12.0,False,#f2dcdb,0
640,GJ67:HB67,"(192, 67, 210, 67)",192,67,211,68,Unagrande,12.0,False,#f2dcdb,0
1428,FQ68:GI68,"(173, 68, 191, 68)",173,68,192,69,,12.0,False,#f2dcdb,0
131,GJ68:HB68,"(192, 68, 210, 68)",192,68,211,69,,12.0,False,#f2dcdb,0
