,cell,bounds,x0,x1,y0,y1,label,font_size,is_bold,color,text_rotation
370,LE1,"(317, 1, 317, 1)",317,1,318,2,2+1,9.0,False,#da9694,90
323,LF1,"(318, 1, 318, 1)",318,1,319,2,05,9.0,False,#ccffff,90
831,LG1,"(319, 1, 319, 1)",319,1,320,2,10,9.0,False,#ccffff,90
614,LH1,"(320, 1, 320, 1)",320,1,321,2,15,9.0,False,#ccffff,90
207,LI1,"(321, 1, 321, 1)",321,1,322,2,20,9.0,False,#ccffff,90
157,LJ1,"(322, 1, 322, 1)",322,1,323,2,25,9.0,False,#ccffff,90
115,LK1,"(323, 1, 323, 1)",323,1,324,2,30,9.0,False,#ccffff,90
459,LL1,"(324, 1, 324, 1)",324,1,325,2,35,9.0,False,#ccffff,90
413,LM1,"(325, 1, 325, 1)",325,1,326,2,40,9.0,False,#ccffff,90
18,LN1,"(326, 1, 326, 1)",326,1,327,2,45,9.0,False,#ccffff,90
1685,LO1,"(327, 1, 327, 1)",327,1,328,2,50,9.0,False,#ccffff,90
307,LP1,"(328, 1, 328, 1)",328,1,329,2,55,9.0,False,#ccffff,90
255,LQ1,"(329, 1, 329, 1)",329,1,330,2,3+1,9.0,False,#da9694,90
201,LR1,"(330, 1, 330, 1)",330,1,331,2,05,9.0,False,#ccffff,90
1542,LS1,"(331, 1, 331, 1)",331,1,332,2,10,9.0,False,#ccffff,90
505,LT1,"(332, 1, 332, 1)",332,1,333,2,15,9.0,False,#ccffff,90
101,LU1,"(333, 1, 333, 1)",333,1,334,2,20,9.0,False,#ccffff,90
58,LV1,"(334, 1, 334, 1)",334,1,335,2,25,9.0,False,#ccffff,90
1395,LW1,"(335, 1, 335, 1)",335,1,336,2,30,9.0,False,#ccffff,90
961,LX1,"(336, 1, 336, 1)",336,1,337,2,35,9.0,False,#ccffff,90
1621,LY1,"(337, 1, 337, 1)",337,1,338,2,40,9.0,False,#ccffff,90
1634,LZ1,"(338, 1, 338, 1)",338,1,339,2,45,9.0,False,#ccffff,90
1199,MA1,"(339, 1, 339, 1)",339,1,340,2,50,9.0,False,#ccffff,90
1215,MB1,"(340, 1, 340, 1)",340,1,341,2,55,9.0,False,#ccffff,90
1475,MC1,"(341, 1, 341, 1)",341,1,342,2,4+1,9.0,False,#da9694,90
1423,MD1,"(342, 1, 342, 1)",342,1,343,2,05,9.0,False,#ccffff,90
1047,ME1,"(343, 1, 343, 1)",343,1,344,2,10,9.0,False,#ccffff,90
1004,MF1,"(344, 1, 344, 1)",344,1,345,2,15,9.0,False,#ccffff,90
1324,MG1,"(345, 1, 345, 1)",345,1,346,2,20,9.0,False,#ccffff,90
1284,MH1,"(346, 1, 346, 1)",346,1,347,2,25,9.0,False,#ccffff,90
908,MI1,"(347, 1, 347, 1)",347,1,348,2,30,9.0,False,#ccffff,90
857,MJ1,"(348, 1, 348, 1)",348,1,349,2,35,9.0,False,#ccffff,90
1510,MK1,"(349, 1, 349, 1)",349,1,350,2,40,9.0,False,#ccffff,90
1135,ML1,"(350, 1, 350, 1)",350,1,351,2,45,9.0,False,#ccffff,90
1092,MM1,"(351, 1, 351, 1)",351,1,352,2,50,9.0,False,#ccffff,90
711,MN1,"(352, 1, 352, 1)",352,1,353,2,55,9.0,False,#ccffff,90
1362,MO1,"(353, 1, 353, 1)",353,1,354,2,5+1,9.0,False,#da9694,90
422,MP1,"(354, 1, 354, 1)",354,1,355,2,05,9.0,False,#ccffff,90
942,MQ1,"(355, 1, 355, 1)",355,1,356,2,10,9.0,False,#ccffff,90
904,MR1,"(356, 1, 356, 1)",356,1,357,2,15,9.0,False,#ccffff,90
670,MS1,"(357, 1, 357, 1)",357,1,358,2,20,9.0,False,#ccffff,90
623,MT1,"(358, 1, 358, 1)",358,1,359,2,25,9.0,False,#ccffff,90
219,MU1,"(359, 1, 359, 1)",359,1,360,2,30,9.0,False,#ccffff,90
163,MV1,"(360, 1, 360, 1)",360,1,361,2,35,9.0,False,#ccffff,90
1511,MW1,"(361, 1, 361, 1)",361,1,362,2,40,9.0,False,#ccffff,90
468,MX1,"(362, 1, 362, 1)",362,1,363,2,45,9.0,False,#ccffff,90
592,MY1,"(363, 1, 363, 1)",363,1,364,2,50,9.0,False,#ccffff,90
24,MZ1,"(364, 1, 364, 1)",364,1,365,2,55,9.0,False,#ccffff,90
140,NA1,"(365, 1, 365, 1)",365,1,366,2,6+1,9.0,False,#da9694,90
319,NB1,"(366, 1, 366, 1)",366,1,367,2,05,9.0,False,#ccffff,90
1591,NC1,"(367, 1, 367, 1)",367,1,368,2,10,9.0,False,#ccffff,90
394,ND1,"(368, 1, 368, 1)",368,1,369,2,15,9.0,False,#ccffff,90
1162,NE1,"(369, 1, 369, 1)",369,1,370,2,20,9.0,False,#ccffff,90
94,NF1,"(370, 1, 370, 1)",370,1,371,2,25,9.0,False,#ccffff,90
111,NG1,"(371, 1, 371, 1)",371,1,372,2,30,9.0,False,#ccffff,90
1388,NH1,"(372, 1, 372, 1)",372,1,373,2,35,9.0,False,#ccffff,90
1018,NI1,"(373, 1, 373, 1)",373,1,374,2,40,9.0,False,#ccffff,90
1671,NJ1,"(374, 1, 374, 1)",374,1,375,2,45,9.0,False,#ccffff,90
1627,NK1,"(375, 1, 375, 1)",375,1,376,2,50,9.0,False,#ccffff,90
1253,NL1,"(376, 1, 376, 1)",376,1,377,2,55,9.0,False,#ccffff,90
1207,NM1,"(377, 1, 377, 1)",377,1,378,2,7+1,9.0,False,#da9694,90
1530,NN1,"(378, 1, 378, 1)",378,1,379,2,05,9.0,False,#ccffff,90
1483,NO1,"(379, 1, 379, 1)",379,1,380,2,10,9.0,False,#ccffff,90
1104,NP1,"(380, 1, 380, 1)",380,1,381,2,15,9.0,False,#ccffff,90
1057,NQ1,"(381, 1, 381, 1)",381,1,382,2,20,9.0,False,#ccffff,90
1011,NR1,"(382, 1, 382, 1)",382,1,383,2,25,9.0,False,#ccffff,90
1331,NS1,"(383, 1, 383, 1)",383,1,384,2,30,9.0,False,#ccffff,90
1290,NT1,"(384, 1, 384, 1)",384,1,385,2,35,9.0,False,#ccffff,90
920,NU1,"(385, 1, 385, 1)",385,1,386,2,40,9.0,False,#ccffff,90
865,NV1,"(386, 1, 386, 1)",386,1,387,2,45,9.0,False,#ccffff,90
1523,NW1,"(387, 1, 387, 1)",387,1,388,2,50,9.0,False,#ccffff,90
1145,NX1,"(388, 1, 388, 1)",388,1,389,2,55,9.0,False,#ccffff,90
706,NY1,"(389, 1, 389, 1)",389,1,390,2,8+1,9.0,False,#da9694,90
721,NZ1,"(390, 1, 390, 1)",390,1,391,2,05,9.0,False,#ccffff,90
1375,OA1,"(391, 1, 391, 1)",391,1,392,2,10,9.0,False,#ccffff,90
1000,OB1,"(392, 1, 392, 1)",392,1,393,2,15,9.0,False,#ccffff,90
950,OC1,"(393, 1, 393, 1)",393,1,394,2,20,9.0,False,#ccffff,90
513,OD1,"(394, 1, 394, 1)",394,1,395,2,25,9.0,False,#ccffff,90
1238,OE1,"(395, 1, 395, 1)",395,1,396,2,30,9.0,False,#ccffff,90
798,OF1,"(396, 1, 396, 1)",396,1,397,2,35,9.0,False,#ccffff,90
815,OG1,"(397, 1, 397, 1)",397,1,398,2,40,9.0,False,#ccffff,90
361,OH1,"(398, 1, 398, 1)",398,1,399,2,45,9.0,False,#ccffff,90
1086,OI1,"(399, 1, 399, 1)",399,1,400,2,50,9.0,False,#ccffff,90
646,OJ1,"(400, 1, 400, 1)",400,1,401,2,55,9.0,False,#ccffff,90
605,OK1,"(401, 1, 401, 1)",401,1,402,2,9+1,9.0,False,#da9694,90
193,OL1,"(402, 1, 402, 1)",402,1,403,2,05,9.0,False,#ccffff,90
882,OM1,"(403, 1, 403, 1)",403,1,404,2,10,9.0,False,#ccffff,90
501,ON1,"(404, 1, 404, 1)",404,1,405,2,15,9.0,False,#ccffff,90
451,OO1,"(405, 1, 405, 1)",405,1,406,2,20,9.0,False,#ccffff,90
50,OP1,"(406, 1, 406, 1)",406,1,407,2,25,9.0,False,#ccffff,90
10,OQ1,"(407, 1, 407, 1)",407,1,408,2,30,9.0,False,#ccffff,90
693,OR1,"(408, 1, 408, 1)",408,1,409,2,35,9.0,False,#ccffff,90
294,OS1,"(409, 1, 409, 1)",409,1,410,2,40,9.0,False,#ccffff,90
243,OT1,"(410, 1, 410, 1)",410,1,411,2,45,9.0,False,#ccffff,90
1586,OU1,"(411, 1, 411, 1)",411,1,412,2,50,9.0,False,#ccffff,90
540,OV1,"(412, 1, 412, 1)",412,1,413,2,55,9.0,False,#ccffff,90
495,OW1,"(413, 1, 413, 1)",413,1,414,2,10+1,9.0,False,#da9694,90
91,OX1,"(414, 1, 414, 1)",414,1,415,2,05,9.0,False,#ccffff,90
45,OY1,"(415, 1, 415, 1)",415,1,416,2,10,9.0,False,#ccffff,90
1537,OZ1,"(416, 1, 416, 1)",416,1,417,2,15,9.0,False,#ccffff,90
1491,PA1,"(417, 1, 417, 1)",417,1,418,2,20,9.0,False,#ccffff,90
1115,PB1,"(418, 1, 418, 1)",418,1,419,2,25,9.0,False,#ccffff,90
1065,PC1,"(419, 1, 419, 1)",419,1,420,2,30,9.0,False,#ccffff,90
161,PD1,"(420, 1, 420, 1)",420,1,421,2,35,9.0,False,#ccffff,90
1338,PE1,"(421, 1, 421, 1)",421,1,422,2,40,9.0,False,#ccffff,90
1461,PF1,"(422, 1, 422, 1)",422,1,423,2,45,9.0,False,#ccffff,90
925,PG1,"(423, 1, 423, 1)",423,1,424,2,50,9.0,False,#ccffff,90
1579,PH1,"(424, 1, 424, 1)",424,1,425,2,55,9.0,False,#ccffff,90
1204,PI1,"(425, 1, 425, 1)",425,1,426,2,11+1,9.0,False,#da9694,90
764,PJ1,"(426, 1, 426, 1)",426,1,427,2,05,9.0,False,#ccffff,90
714,PK1,"(427, 1, 427, 1)",427,1,428,2,10,9.0,False,#ccffff,90
1425,PL1,"(428, 1, 428, 1)",428,1,429,2,15,9.0,False,#ccffff,90
990,PM1,"(429, 1, 429, 1)",429,1,430,2,20,9.0,False,#ccffff,90
1008,PN1,"(430, 1, 430, 1)",430,1,431,2,25,9.0,False,#ccffff,90
568,PO1,"(431, 1, 431, 1)",431,1,432,2,30,9.0,False,#ccffff,90
519,PP1,"(432, 1, 432, 1)",432,1,433,2,35,9.0,False,#ccffff,90
847,PQ1,"(433, 1, 433, 1)",433,1,434,2,40,9.0,False,#ccffff,90
806,PR1,"(434, 1, 434, 1)",434,1,435,2,45,9.0,False,#ccffff,90
415,PS1,"(435, 1, 435, 1)",435,1,436,2,50,9.0,False,#ccffff,90
366,PT1,"(436, 1, 436, 1)",436,1,437,2,55,9.0,False,#ccffff,90
703,PU1,"(437, 1, 437, 1)",437,1,438,2,12+1,9.0,False,#da9694,90
658,PV1,"(438, 1, 438, 1)",438,1,439,2,05,9.0,False,#ccffff,90
612,PW1,"(439, 1, 439, 1)",439,1,440,2,10,9.0,False,#ccffff,90
205,PX1,"(440, 1, 440, 1)",440,1,441,2,15,9.0,False,#ccffff,90
892,PY1,"(441, 1, 441, 1)",441,1,442,2,20,9.0,False,#ccffff,90
507,PZ1,"(442, 1, 442, 1)",442,1,443,2,25,9.0,False,#ccffff,90
458,QA1,"(443, 1, 443, 1)",443,1,444,2,30,9.0,False,#ccffff,90
60,QB1,"(444, 1, 444, 1)",444,1,445,2,35,9.0,False,#ccffff,90
743,QC1,"(445, 1, 445, 1)",445,1,446,2,40,9.0,False,#ccffff,90
698,QD1,"(446, 1, 446, 1)",446,1,447,2,45,9.0,False,#ccffff,90
305,QE1,"(447, 1, 447, 1)",447,1,448,2,50,9.0,False,#ccffff,90
1576,QF1,"(448, 1, 448, 1)",448,1,449,2,55,9.0,False,#ccffff,90
600,QG1,"(449, 1, 449, 1)",449,1,450,2,13+1,9.0,False,#da9694,90
552,QH1,"(450, 1, 450, 1)",450,1,451,2,05,9.0,False,#ccffff,90
143,QI1,"(451, 1, 451, 1)",451,1,452,2,10,9.0,False,#ccffff,90
98,QJ1,"(452, 1, 452, 1)",452,1,453,2,15,9.0,False,#ccffff,90
1382,QK1,"(453, 1, 453, 1)",453,1,454,2,20,9.0,False,#ccffff,90
398,QL1,"(454, 1, 454, 1)",454,1,455,2,25,9.0,False,#ccffff,90
1657,QM1,"(455, 1, 455, 1)",455,1,456,2,30,9.0,False,#ccffff,90
1673,QN1,"(456, 1, 456, 1)",456,1,457,2,35,9.0,False,#ccffff,90
1246,QO1,"(457, 1, 457, 1)",457,1,458,2,40,9.0,False,#ccffff,90
171,QP1,"(458, 1, 458, 1)",458,1,459,2,45,9.0,False,#ccffff,90
1515,QQ1,"(459, 1, 459, 1)",459,1,460,2,50,9.0,False,#ccffff,90
1473,QR1,"(460, 1, 460, 1)",460,1,461,2,55,9.0,False,#ccffff,90
1095,QS1,"(461, 1, 461, 1)",461,1,462,2,14+1,9.0,False,#da9694,90
28,QT1,"(462, 1, 462, 1)",462,1,463,2,05,9.0,False,#ccffff,90
1368,QU1,"(463, 1, 463, 1)",463,1,464,2,10,9.0,False,#ccffff,90
1322,QV1,"(464, 1, 464, 1)",464,1,465,2,15,9.0,False,#ccffff,90
1279,QW1,"(465, 1, 465, 1)",465,1,466,2,20,9.0,False,#ccffff,90
1606,QX1,"(466, 1, 466, 1)",466,1,467,2,25,9.0,False,#ccffff,90
1558,QY1,"(467, 1, 467, 1)",467,1,468,2,30,9.0,False,#ccffff,90
1185,QZ1,"(468, 1, 468, 1)",468,1,469,2,35,9.0,False,#ccffff,90
1132,RA1,"(469, 1, 469, 1)",469,1,470,2,40,9.0,False,#ccffff,90
906,RB1,"(470, 1, 470, 1)",470,1,471,2,45,9.0,False,#ccffff,90
1405,RC1,"(471, 1, 471, 1)",471,1,472,2,50,9.0,False,#ccffff,90
1356,RD1,"(472, 1, 472, 1)",472,1,473,2,55,9.0,False,#ccffff,90
986,RE1,"(473, 1, 473, 1)",473,1,474,2,15+1,9.0,False,#da9694,90
1088,RF1,"(474, 1, 474, 1)",474,1,475,2,05,9.0,False,#ccffff,90
710,RG1,"(475, 1, 475, 1)",475,1,476,2,10,9.0,False,#ccffff,90
666,RH1,"(476, 1, 476, 1)",476,1,477,2,15,9.0,False,#ccffff,90
789,RI1,"(477, 1, 477, 1)",477,1,478,2,20,9.0,False,#ccffff,90
215,RJ1,"(478, 1, 478, 1)",478,1,479,2,25,9.0,False,#ccffff,90
1063,RK1,"(479, 1, 479, 1)",479,1,480,2,30,9.0,False,#ccffff,90
518,RL1,"(480, 1, 480, 1)",480,1,481,2,35,9.0,False,#ccffff,90
635,RM1,"(481, 1, 481, 1)",481,1,482,2,40,9.0,False,#ccffff,90
67,RN1,"(482, 1, 482, 1)",482,1,483,2,45,9.0,False,#ccffff,90
755,RO1,"(483, 1, 483, 1)",483,1,484,2,50,9.0,False,#ccffff,90
296,RP1,"(484, 1, 484, 1)",484,1,485,2,55,9.0,False,#ccffff,90
1630,RQ1,"(485, 1, 485, 1)",485,1,486,2,16+1,9.0,False,#da9694,90
1589,RR1,"(486, 1, 486, 1)",486,1,487,2,05,9.0,False,#ccffff,90
610,RS1,"(487, 1, 487, 1)",487,1,488,2,10,9.0,False,#ccffff,90
137,RT1,"(488, 1, 488, 1)",488,1,489,2,15,9.0,False,#ccffff,90
1487,RU1,"(489, 1, 489, 1)",489,1,490,2,20,9.0,False,#ccffff,90
1432,RV1,"(490, 1, 490, 1)",490,1,491,2,25,9.0,False,#ccffff,90
389,RW1,"(491, 1, 491, 1)",491,1,492,2,30,9.0,False,#ccffff,90
1700,RX1,"(492, 1, 492, 1)",492,1,493,2,35,9.0,False,#ccffff,90
1669,RY1,"(493, 1, 493, 1)",493,1,494,2,40,9.0,False,#ccffff,90
1292,RZ1,"(494, 1, 494, 1)",494,1,495,2,45,9.0,False,#ccffff,90
230,SA1,"(495, 1, 495, 1)",495,1,496,2,50,9.0,False,#ccffff,90
1570,SB1,"(496, 1, 496, 1)",496,1,497,2,55,9.0,False,#ccffff,90
1528,SC1,"(497, 1, 497, 1)",497,1,498,2,17+1,9.0,False,#da9694,90
1481,SD1,"(498, 1, 498, 1)",498,1,499,2,05,9.0,False,#ccffff,90
77,SE1,"(499, 1, 499, 1)",499,1,500,2,10,9.0,False,#ccffff,90
37,SF1,"(500, 1, 500, 1)",500,1,501,2,15,9.0,False,#ccffff,90
1377,SG1,"(501, 1, 501, 1)",501,1,502,2,20,9.0,False,#ccffff,90
1330,SH1,"(502, 1, 502, 1)",502,1,503,2,25,9.0,False,#ccffff,90
899,SI1,"(503, 1, 503, 1)",503,1,504,2,30,9.0,False,#ccffff,90
1616,SJ1,"(504, 1, 504, 1)",504,1,505,2,35,9.0,False,#ccffff,90
1567,SK1,"(505, 1, 505, 1)",505,1,506,2,40,9.0,False,#ccffff,90
1192,SL1,"(506, 1, 506, 1)",506,1,507,2,45,9.0,False,#ccffff,90
752,SM1,"(507, 1, 507, 1)",507,1,508,2,50,9.0,False,#ccffff,90
1466,SN1,"(508, 1, 508, 1)",508,1,509,2,55,9.0,False,#ccffff,90
1411,SO1,"(509, 1, 509, 1)",509,1,510,2,18+1,9.0,False,#da9694,90
982,SP1,"(510, 1, 510, 1)",510,1,511,2,05,9.0,False,#ccffff,90
609,SQ1,"(511, 1, 511, 1)",511,1,512,2,10,9.0,False,#ccffff,90
1262,SR1,"(512, 1, 512, 1)",512,1,513,2,15,9.0,False,#ccffff,90
1275,SS1,"(513, 1, 513, 1)",513,1,514,2,20,9.0,False,#ccffff,90
838,ST1,"(514, 1, 514, 1)",514,1,515,2,25,9.0,False,#ccffff,90
851,SU1,"(515, 1, 515, 1)",515,1,516,2,30,9.0,False,#ccffff,90
1117,SV1,"(516, 1, 516, 1)",516,1,517,2,35,9.0,False,#ccffff,90
1071,SW1,"(517, 1, 517, 1)",517,1,518,2,40,9.0,False,#ccffff,90
695,SX1,"(518, 1, 518, 1)",518,1,519,2,45,9.0,False,#ccffff,90
645,SY1,"(519, 1, 519, 1)",519,1,520,2,50,9.0,False,#ccffff,90
813,SZ1,"(520, 1, 520, 1)",520,1,521,2,55,9.0,False,#ccffff,90
928,TA1,"(521, 1, 521, 1)",521,1,522,2,19+1,9.0,False,#da9694,90
879,TB1,"(522, 1, 522, 1)",522,1,523,2,05,9.0,False,#ccffff,90
498,TC1,"(523, 1, 523, 1)",523,1,524,2,10,9.0,False,#ccffff,90
448,TD1,"(524, 1, 524, 1)",524,1,525,2,15,9.0,False,#ccffff,90
786,TE1,"(525, 1, 525, 1)",525,1,526,2,20,9.0,False,#ccffff,90
733,TF1,"(526, 1, 526, 1)",526,1,527,2,25,9.0,False,#ccffff,90
348,TG1,"(527, 1, 527, 1)",527,1,528,2,30,9.0,False,#ccffff,90
291,TH1,"(528, 1, 528, 1)",528,1,529,2,35,9.0,False,#ccffff,90
66,TI1,"(529, 1, 529, 1)",529,1,530,2,40,9.0,False,#ccffff,90
581,TJ1,"(530, 1, 530, 1)",530,1,531,2,45,9.0,False,#ccffff,90
536,TK1,"(531, 1, 531, 1)",531,1,532,2,50,9.0,False,#ccffff,90
1299,TL1,"(532, 1, 532, 1)",532,1,533,2,55,9.0,False,#ccffff,90
1643,TM1,"(533, 1, 533, 1)",533,1,534,2,20+1,9.0,False,#da9694,90
1583,TN1,"(534, 1, 534, 1)",534,1,535,2,05,9.0,False,#ccffff,90
1535,TO1,"(535, 1, 535, 1)",535,1,536,2,10,9.0,False,#ccffff,90
1649,TP1,"(536, 1, 536, 1)",536,1,537,2,15,9.0,False,#ccffff,90
90,TQ1,"(537, 1, 537, 1)",537,1,538,2,20,9.0,False,#ccffff,90
1060,TR1,"(538, 1, 538, 1)",538,1,539,2,25,9.0,False,#ccffff,90
1385,TS1,"(539, 1, 539, 1)",539,1,540,2,30,9.0,False,#ccffff,90
1504,TT1,"(540, 1, 540, 1)",540,1,541,2,35,9.0,False,#ccffff,90
1664,TU1,"(541, 1, 541, 1)",541,1,542,2,40,9.0,False,#ccffff,90
1234,TV1,"(542, 1, 542, 1)",542,1,543,2,45,9.0,False,#ccffff,90
867,TW1,"(543, 1, 543, 1)",543,1,544,2,50,9.0,False,#ccffff,90
811,TX1,"(544, 1, 544, 1)",544,1,545,2,55,9.0,False,#ccffff,90
1146,TY1,"(545, 1, 545, 1)",545,1,546,2,21+1,9.0,False,#da9694,90
1478,TZ1,"(546, 1, 546, 1)",546,1,547,2,05,9.0,False,#ccffff,90
1033,UA1,"(547, 1, 547, 1)",547,1,548,2,10,9.0,False,#ccffff,90
681,UB1,"(548, 1, 548, 1)",548,1,549,2,15,9.0,False,#ccffff,90
617,UC1,"(549, 1, 549, 1)",549,1,550,2,20,9.0,False,#ccffff,90
953,UD1,"(550, 1, 550, 1)",550,1,551,2,25,9.0,False,#ccffff,90
895,UE1,"(551, 1, 551, 1)",551,1,552,2,30,9.0,False,#ccffff,90
845,UF1,"(552, 1, 552, 1)",552,1,553,2,35,9.0,False,#ccffff,90
461,UG1,"(553, 1, 553, 1)",553,1,554,2,40,9.0,False,#ccffff,90
228,UH1,"(554, 1, 554, 1)",554,1,555,2,45,9.0,False,#ccffff,90
176,UI1,"(555, 1, 555, 1)",555,1,556,2,50,9.0,False,#ccffff,90
701,UJ1,"(556, 1, 556, 1)",556,1,557,2,55,9.0,False,#ccffff,90
656,UK1,"(557, 1, 557, 1)",557,1,558,2,22+1,9.0,False,#da9694,90
76,UL1,"(558, 1, 558, 1)",558,1,559,2,05,9.0,False,#ccffff,90
35,UM1,"(559, 1, 559, 1)",559,1,560,2,10,9.0,False,#ccffff,90
554,UN1,"(560, 1, 560, 1)",560,1,561,2,15,9.0,False,#ccffff,90
506,UO1,"(561, 1, 561, 1)",561,1,562,2,20,9.0,False,#ccffff,90
273,UP1,"(562, 1, 562, 1)",562,1,563,2,25,9.0,False,#ccffff,90
1614,UQ1,"(563, 1, 563, 1)",563,1,564,2,30,9.0,False,#ccffff,90
1174,UR1,"(564, 1, 564, 1)",564,1,565,2,35,9.0,False,#ccffff,90
356,US1,"(565, 1, 565, 1)",565,1,566,2,40,9.0,False,#ccffff,90
122,UT1,"(566, 1, 566, 1)",566,1,567,2,45,9.0,False,#ccffff,90
1400,UU1,"(567, 1, 567, 1)",567,1,568,2,50,9.0,False,#ccffff,90
596,UV1,"(568, 1, 568, 1)",568,1,569,2,55,9.0,False,#ccffff,90
979,UW1,"(569, 1, 569, 1)",569,1,570,2,23+1,9.0,False,#da9694,90
1689,UX1,"(570, 1, 570, 1)",570,1,571,2,05,9.0,False,#ccffff,90
1585,AE2:FR2,"(31, 2, 174, 2)",31,2,175,3,Смена 1,16.0,True,#95b3d7,0
1112,FS2:KP2,"(175, 2, 302, 2)",175,2,303,3,Смена 2,16.0,True,#ffff00,0
368,B3:D4,"(2, 3, 4, 4)",2,3,5,5,Сыроизготовитель №1 Poly 1,12.0,False,#b7dee8,0
1055,AQ3:AV3,"(43, 3, 48, 3)",43,3,49,4,1 налив,12.0,True,#ffffff,0
1213,AW3:BO3,"(49, 3, 67, 3)",49,3,68,4,3.2 Biotec безлактозная 8300кг,12.0,False,#ffffff,0
948,CE3:CJ3,"(83, 3, 88, 3)",83,3,89,4,3 налив,12.0,True,#ffffff,0
739,CK3:DA3,"(89, 3, 105, 3)",89,3,106,4,3.2 Biotec  8300кг,12.0,False,#ffffff,0
999,DY3:ED3,"(129, 3, 134, 3)",129,3,135,4,5 налив,12.0,True,#ffffff,0
381,EE3:EU3,"(135, 3, 151, 3)",135,3,152,4,3.2 Сакко  8300кг,12.0,False,#ffffff,0
955,FI3:FN3,"(165, 3, 170, 3)",165,3,171,4,7 налив,12.0,True,#ffffff,0
829,FO3:GE3,"(171, 3, 187, 3)",171,3,188,4,3.2 Сакко  8300кг,12.0,False,#ffffff,0
945,GT3:GY3,"(202, 3, 207, 3)",202,3,208,4,9 налив,12.0,True,#ffffff,0
881,GZ3:HP3,"(208, 3, 224, 3)",208,3,225,4,3.2 Сакко  8300кг,12.0,False,#ffffff,0
1039,AQ4:AY4,"(43, 4, 51, 4)",43,4,52,5,"налив/внесение
закваски",8.0,False,#ffc000,0
572,AZ4:BC4,"(52, 4, 55, 4)",52,4,56,5,схватка,8.0,False,#ffff00,0
983,BD4:BI4,"(56, 4, 61, 4)",56,4,62,5,резка/обсушка,8.0,False,#92d050,0
1276,BJ4,"(62, 4, 62, 4)",62,4,63,5,откачка,8.0,False,#add8e6,0
1619,BK4:BM4,"(63, 4, 65, 4)",63,4,66,5,слив,8.0,False,#ff0000,0
1524,BN4:BO4,"(66, 4, 67, 4)",66,4,68,5,,8.0,False,#ffffff,0
1108,CE4:CK4,"(83, 4, 89, 4)",83,4,90,5,"налив/внесение
закваски",8.0,False,#ffc000,0
578,CL4:CO4,"(90, 4, 93, 4)",90,4,94,5,схватка,8.0,False,#ffff00,0
1154,CP4:CU4,"(94, 4, 99, 4)",94,4,100,5,резка/обсушка,8.0,False,#92d050,0
1441,CV4,"(100, 4, 100, 4)",100,4,101,5,откачка,8.0,False,#add8e6,0
1626,CW4:CY4,"(101, 4, 103, 4)",101,4,104,5,слив,8.0,False,#ff0000,0
1137,CZ4:DA4,"(104, 4, 105, 4)",104,4,106,5,,8.0,False,#ffffff,0
1318,DY4:EE4,"(129, 4, 135, 4)",129,4,136,5,"налив/внесение
закваски",8.0,False,#ffc000,0
803,EF4:EI4,"(136, 4, 139, 4)",136,4,140,5,схватка,8.0,False,#ffff00,0
872,EJ4:EO4,"(140, 4, 145, 4)",140,4,146,5,резка/обсушка,8.0,False,#92d050,0
1109,EP4,"(146, 4, 146, 4)",146,4,147,5,откачка,8.0,False,#add8e6,0
1337,EQ4:ES4,"(147, 4, 149, 4)",147,4,150,5,слив,8.0,False,#ff0000,0
1190,ET4:EU4,"(150, 4, 151, 4)",150,4,152,5,,8.0,False,#ffffff,0
30,FI4:FO4,"(165, 4, 171, 4)",165,4,172,5,"налив/внесение
закваски",8.0,False,#ffc000,0
525,FP4:FS4,"(172, 4, 175, 4)",172,4,176,5,схватка,8.0,False,#ffff00,0
608,FT4:FY4,"(176, 4, 181, 4)",176,4,182,5,резка/обсушка,8.0,False,#92d050,0
1600,FZ4,"(182, 4, 182, 4)",182,4,183,5,откачка,8.0,False,#add8e6,0
222,GA4:GC4,"(183, 4, 185, 4)",183,4,186,5,слив,8.0,False,#ff0000,0
919,GD4:GE4,"(186, 4, 187, 4)",186,4,188,5,,8.0,False,#ffffff,0
1494,GT4:GZ4,"(202, 4, 208, 4)",202,4,209,5,"налив/внесение
закваски",8.0,False,#ffc000,0
575,HA4:HD4,"(209, 4, 212, 4)",209,4,213,5,схватка,8.0,False,#ffff00,0
659,HE4:HJ4,"(213, 4, 218, 4)",213,4,219,5,резка/обсушка,8.0,False,#92d050,0
1281,HK4,"(219, 4, 219, 4)",219,4,220,5,откачка,8.0,False,#add8e6,0
277,HL4:HN4,"(220, 4, 222, 4)",220,4,223,5,слив,8.0,False,#ff0000,0
965,HO4:HP4,"(223, 4, 224, 4)",223,4,225,5,,8.0,False,#ffffff,0
1454,B7:D8,"(2, 7, 4, 8)",2,7,5,9,Сыроизготовитель №1 Poly 2,12.0,False,#b7dee8,0
1676,BK7:BP7,"(63, 7, 68, 7)",63,7,69,8,2 налив,12.0,True,#ffffff,0
1615,BQ7:CG7,"(69, 7, 85, 7)",69,7,86,8,3.2 Сакко  8300кг,12.0,False,#ffffff,0
1424,DC7:DH7,"(107, 7, 112, 7)",107,7,113,8,4 налив,12.0,True,#ffffff,0
660,DI7:DY7,"(113, 7, 129, 7)",113,7,130,8,3.2 Сакко  8300кг,12.0,False,#ffffff,0
1571,EQ7:EV7,"(147, 7, 152, 7)",147,7,153,8,6 налив,12.0,True,#ffffff,0
